05:10:39,H,1,A, 139.694, 35.490,  0,-180,   0,02/10/05,02/10/05,05:10:39,SHIRASE
0.00
5, 5.3574E-09, 117.09, 34.24,5.841,7.645,0.167,0.167,-0.70,-0.21
6, 7.6172E-10, 117.09, 34.24,5.813,7.608,0.167,0.167,-0.63,-0.24
7, 2.4506E-09, 117.09, 34.24,5.812,7.645,0.167,0.167,-0.63,-0.22
50.00
1, 5.3406E-13, 129.70, 34.24,5.234,8.076,0.167,0.167,-0.65,-0.24
2, 2.4004E-09, 129.70, 34.24,5.267,8.076,0.167,0.167,-0.62,-0.22
3, 5.6778E-09, 129.70, 34.24,5.294,8.076,0.167,0.167,-0.63,-0.25
4, 6.6765E-09, 129.70, 34.24,5.305,8.076,0.167,0.167,-0.63,-0.22
5, 3.9696E-09, 129.70, 34.24,5.267,8.113,0.166,0.167,-0.64,-0.23
6, 5.5527E-10, 129.70, 34.24,5.304,8.083,0.167,0.167,-0.65,-0.21
7, 1.8398E-09, 129.70, 34.24,5.267,8.109,0.167,0.167,-0.67,-0.22
60.00
1, 6.1035E-13, 142.64, 34.24,4.603,8.417,0.167,0.167,-0.67,-0.21
2, 2.0892E-09, 142.64, 34.24,4.604,8.394,0.167,0.167,-0.66,-0.22
3, 4.4586E-09, 142.64, 34.24,4.604,8.399,0.166,0.167,-0.64,-0.23
4, 4.8195E-09, 142.64, 34.24,4.468,8.426,0.166,0.167,-0.66,-0.22
5, 2.9305E-09, 142.64, 34.24,4.604,8.426,0.167,0.167,-0.63,-0.23
6, 3.9993E-10, 142.64, 34.24,4.643,8.390,0.166,0.167,-0.63,-0.23
7, 1.3705E-09, 142.64, 34.24,4.606,8.425,0.167,0.167,-0.63,-0.24
70.00
1, 5.3406E-13, 156.08, 34.24,3.902,8.582,0.167,0.167,-0.62,-0.24
2, 1.7877E-09, 156.08, 34.24,3.902,8.582,0.167,0.167,-0.62,-0.23
3, 3.6972E-09, 156.08, 34.24,3.876,8.581,0.167,0.167,-0.65,-0.21
4, 3.9246E-09, 156.08, 34.24,3.902,8.579,0.167,0.167,-0.65,-0.23
5, 2.3567E-09, 156.08, 34.24,3.902,8.557,0.167,0.167,-0.62,-0.20
6, 3.1242E-10, 156.08, 34.24,3.942,8.582,0.167,0.167,-0.63,-0.24
7, 1.1304E-09, 156.08, 34.24,3.901,8.604,0.167,0.167,-0.61,-0.22
80.00
1, 1.5259E-13, 170.29, 34.24,3.121,8.504,0.168,0.167,-0.65,-0.25
2, 1.5022E-09, 170.29, 34.24,3.122,8.522,0.167,0.167,-0.64,-0.23
3, 3.0808E-09, 170.29, 34.24,3.161,8.478,0.166,0.167,-0.62,-0.22
4, 3.1502E-09, 170.29, 34.24,3.161,8.502,0.168,0.167,-0.65,-0.24
5, 1.8500E-09, 170.29, 34.24,3.122,8.500,0.167,0.167,-0.65,-0.26
6, 2.3415E-10, 170.29, 34.24,3.121,8.516,0.167,0.167,-0.63,-0.22
7, 8.7532E-10, 170.29, 34.24,3.165,8.504,0.167,0.167,-0.64,-0.20
90.00
1, 2.2888E-13, 185.81, 34.24,2.343,8.153,0.167,0.167,-0.63,-0.25
2, 1.4308E-09, 185.81, 34.24,2.383,8.153,0.167,0.167,-0.65,-0.21
3, 2.6619E-09, 185.81, 34.24,2.383,8.153,0.167,0.167,-0.51,-0.24
4, 2.4963E-09, 185.81, 34.24,2.421,8.229,0.167,0.167,-0.62,-0.27
