POM-01,PS0000000,PS1202006, 139.323, 035.752,03/05/29,20:20:02,03/05/30,05:20:02
7,0315,0400,0500,0675,0870,0940,1020
03/05/29,20:20:02,03/05/30,05:20:02,H,Akiruno,TS_POM01.obs
20:20:02,05:20:02,-108.77,009.59,1.2923E-09,1.4954E-06,1.8843E-05,7.5951E-05,9.1644E-05,8.0902E-06,9.1675E-05
20:20:07,05:20:07,-106.75,009.59,2.2888E-13,4.4769E-09,3.8254E-08,1.0481E-07,1.2188E-07,1.4214E-08,1.4091E-07
20:20:14,05:20:14,-105.73,009.59,0.0000E+00,3.3218E-09,2.6138E-08,7.0938E-08,6.6879E-08,5.5618E-09,5.7327E-08
20:20:20,05:20:20,-104.72,009.59,0.0000E+00,2.8084E-09,2.0683E-08,5.4565E-08,5.2406E-08,4.4083E-09,4.5799E-08
20:20:26,05:20:26,-103.70,009.59,0.0000E+00,2.5124E-09,1.7415E-08,4.4563E-08,4.2801E-08,3.5957E-09,3.7224E-08
20:20:33,05:20:33,-101.67,009.59,0.0000E+00,2.1487E-09,1.3580E-08,3.1441E-08,2.9007E-08,2.4536E-09,2.5452E-08
20:20:39,05:20:39,-098.63,009.59,0.0000E+00,1.8979E-09,1.0922E-08,2.2861E-08,1.9974E-08,1.6698E-09,1.7261E-08
20:20:46,05:20:46,-093.56,009.59,0.0000E+00,1.6666E-09,8.8623E-09,1.6647E-08,1.3428E-08,1.1092E-09,1.1243E-08
20:20:52,05:20:52,-088.49,009.59,0.0000E+00,1.4839E-09,7.5920E-09,1.3832E-08,1.0691E-08,8.6494E-10,8.7212E-09
20:20:59,05:20:59,-083.41,009.59,0.0000E+00,1.3435E-09,6.5048E-09,1.1277E-08,8.1955E-09,6.4842E-10,6.4430E-09
20:21:05,05:21:05,-078.34,009.59,0.0000E+00,1.2115E-09,5.6297E-09,9.6718E-09,6.8825E-09,5.3795E-10,5.2879E-09
20:21:12,05:21:12,-068.18,009.59,0.0000E+00,9.9785E-10,4.1161E-09,6.7688E-09,4.6516E-09,3.5339E-10,3.4149E-09
20:21:18,05:21:18,-058.02,009.59,0.0000E+00,8.5991E-10,3.1418E-09,4.8660E-09,3.2913E-09,2.4666E-10,2.3418E-09
20:21:25,05:21:25,-047.83,009.59,0.0000E+00,7.7065E-10,2.5108E-09,3.5637E-09,2.3712E-09,1.7456E-10,1.6642E-09
20:21:31,05:21:31,-037.63,009.59,0.0000E+00,6.9893E-10,2.0530E-09,2.6886E-09,1.7436E-09,1.2741E-10,1.2360E-09
20:21:38,05:21:38,-027.41,009.59,0.0000E+00,6.4690E-10,1.7683E-09,2.1317E-09,1.3852E-09,9.8572E-11,9.7267E-10
20:21:44,05:21:44,-017.14,009.59,0.0000E+00,6.3210E-10,1.6745E-09,1.9659E-09,1.3249E-09,9.4833E-11,9.6672E-10
20:21:50,05:21:50,-006.82,009.59,0.0000E+00,6.2370E-10,1.5810E-09,1.6893E-09,1.0896E-09,7.5684E-11,7.7148E-10
20:21:56,05:21:56,003.58,009.59,0.0000E+00,6.3652E-10,1.6171E-09,1.7513E-09,1.1925E-09,8.3847E-11,8.7814E-10
20:22:02,05:22:02,014.10,009.59,0.0000E+00,6.5292E-10,1.6235E-09,1.6200E-09,1.0508E-09,7.1106E-11,7.4242E-10
20:22:08,05:22:08,024.83,009.59,0.0000E+00,6.7238E-10,1.6739E-09,1.6447E-09,1.0876E-09,7.2937E-11,7.6057E-10
20:22:13,05:22:13,035.95,009.59,0.0000E+00,7.0595E-10,1.7875E-09,1.8037E-09,1.2424E-09,8.5831E-11,9.0187E-10
20:22:19,05:22:19,048.04,009.59,0.0000E+00,7.3524E-10,1.8835E-09,1.9024E-09,1.3213E-09,9.2850E-11,9.5749E-10
20:22:26,05:22:26,065.51,009.59,0.0000E+00,7.6141E-10,2.0030E-09,2.1198E-09,1.5427E-09,1.1368E-10,1.1365E-09
03/05/29,20:40:02,03/05/30,05:40:02,H,Akiruno,TS_POM01.obs
20:40:02,05:40:02,-106.11,013.36,1.6702E-09,5.5267E-06,4.1245E-05,1.1716E-04,1.1951E-04,1.6596E-05,1.1355E-04
20:40:07,05:40:07,-104.05,013.36,4.5776E-13,1.1034E-08,6.2141E-08,1.2617E-07,1.3421E-07,2.6260E-08,1.6037E-07
20:40:14,05:40:14,-103.02,013.36,0.0000E+00,7.6897E-09,4.0367E-08,8.0856E-08,6.6513E-08,8.6678E-09,5.4955E-08
